,FileNames,ransacReprojThreshold,combinations,calculated_theta(degrees),average_distance,original_num_features,rotated_num_features,num_good_matches,detector_type,elapsed_time(s),successful_merge,distance_from_feature_after_merge,percentage_outliers,calculated_scale
25,Block_R1_res0.05.pgm_Block_R2_res0.05.pgm,0,25,-15.256953560344499,1329.816037735849,334,460,212,sift,7.4859278202056885,False,367.9277648925781,0.0,0.9990009371213211
26,Block_R1_res0.05.pgm_SouthWing_res0.05.pgm,0,26,-0.0,1459.6858638743456,334,470,191,sift,4.2485339641571045,False,465.4953918457031,0.0,1.0
27,Block_R2_res0.05.pgm_SouthWing_res0.05.pgm,0,27,74.95446373884532,1375.556074766355,460,470,214,sift,5.567112684249878,False,286.039306640625,9.523809523809524,0.0334421758032994
28,2RobotsFull_R2_res0.05.pgm_2RobotsFull_R1_res0.05.pgm,1,0,-49.50911466579563,1521.0655172413792,567,658,290,sift,8.941160917282104,False,672.0818481445312,0.26455026455026454,1.048238084765953
29,2RobotsFull_R1_res0.05.pgm_MiniOverlap_R1_res0.05.pgm,1,1,35.5204665104638,1376.08038585209,658,694,311,sift,4.9420552253723145,False,412.38201904296875,0.49019607843137253,0.5783362006442402
30,2RobotsFull_R1_res0.05.pgm_MiniOverlap_R2_res0.05.pgm,1,2,7.781425116194474,1400.5060240963855,658,708,332,sift,5.077146291732788,False,509.671875,0.0,0.9267750111596086
31,2RobotsFull_R1_res0.05.pgm_FuulPath_res0.05.pgm,1,3,-119.99358975322663,1410.5531135531135,658,657,273,sift,4.921503067016602,False,593.3859252929688,0.0,3.6662093190237073
32,Block_R1_res0.05.pgm_2RobotsFull_R1_res0.05.pgm,1,4,159.29473067286733,1517.217741935484,334,658,248,sift,6.9906837940216064,False,747.2615966796875,0.0,2.4044713864339173
33,2RobotsFull_R1_res0.05.pgm_Block_R2_res0.05.pgm,1,5,-6.381619319121064,1408.5647058823529,658,460,255,sift,7.711334943771362,False,532.7454223632812,0.0,0.9947082161575399
34,SouthWing_res0.05.pgm_2RobotsFull_R1_res0.05.pgm,1,6,-133.6799542724251,1447.3948339483395,470,658,271,sift,6.6768224239349365,False,539.2323608398438,2.5423728813559325,0.7360237829606006
35,2RobotsFull_R2_res0.05.pgm_MiniOverlap_R1_res0.05.pgm,1,7,35.583349846260255,1321.8079470198675,567,694,302,sift,4.771672964096069,False,446.0688781738281,0.2824858757062147,0.9971482402908008
36,2RobotsFull_R2_res0.05.pgm_MiniOverlap_R2_res0.05.pgm,1,8,-37.97319515091153,1442.135646687697,567,708,317,sift,4.739461183547974,False,503.1761474609375,0.0,0.7280478405966594
